S: Lateral Number,EQPID,CHAMBER,최소,최대,S: Module Name,S: idx,S: Name,S: Division,S: Subdivision 1,S: Subdivision 2,S: Con Subdivision 1,S: Con Subdivision 2,S: BIM Design Info,S: BIM (Instance) ID,S: Library Path,S: Connector Name,S: Shape,S: Utility,S: Utility Group,S: Length,S: Size,Status,S: GUID,S: Connector GUID,S: Tag,S: Connector Tag,S: Connector Position X,S: Connector Position Y,S: Connector Position Z,설비poc,pump poc,1,S: Flow,S: Connection Tag,S: Destination,S: Destination Tag,S: Destination Connector Tag,S: Destination ID,S: Construction Code,S: Destination Construction Code,S: Connected Utility,S: Connected Material,T: Lateral Number,T: Module Name,T: idx,T: Name,펌프,설비,설비/펌프,T: Tag,T: GUID,T: Division,T: Subdivision 1,T: Subdivision 2,T: Con Subdivision 1,T: Con Subdivision 2,T: BIM Design Info,T: BIM (Instance) ID,T: Position,T: Connector Name,T: Utility,T: Utility Group,T: Size,T: Connector Tag,T: Origin,T: Flow,T: Connection Tag,T: Destination,T: Destination Tag,T: Destination Connector Tag,T: Construction Code,T: Destination Construction Code,T: Connected Utility,T: Connected Material,S: Connector Use,T: Connector Use,S: POC No,T: POC No,S: Design Code,T: Design Code
ELP4228PM4,ELP4228,PM4,14969.45,2300,PM4,,[VAC-074] MF FLANGE_NW125,PlumbingComponent,FLANGE,MF FLANGE,(none),(none),,48940903,/P4-1 PJT/퍼실리티/Component/진공/Flange,01_125A_DC clamp,Round,,,0 mm,125 mm,EQP,21408a4d-62aa-4de2-87ed-41bb90871ac8,0ca690c9-9de3-e34e-5283-5451a54894fa,ELP4228,,141745.016,59550.004,6363.5,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,01_125A_DC clamp (FORELINE),01_125A_DC clamp (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4228PM4,ELP4228,PM4,14969.45,2300,PM4,,[VAC-037] DC CLAMP_CENTERING(FKM)_125A_MF_ASSY,PlumbingComponent,CLAMP,DC CLAMP,(none),(none),,329309831,/P4-1 PJT/퍼실리티/Component/진공/Centering,01_125A,Round,,,0 mm,125 mm,EQP,af429925-c9e2-4703-b7fd-752bf1fe20a1,14a16ebc-e2aa-ec3e-7275-776b8e9e167b,ELP4228,,141745.016,59550.004,6359.5,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,01_125A (FORELINE),01_125A (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4228PM4,ELP4228,PM4,14969.45,2300,PM4,,[VAC-079] MIDDLE FORELINE_125A_1000L,PlumbingComponent,기타,MIDDLE FORELINE,(none),(none),,1249611960,/P4-1 PJT/퍼실리티/Component/진공/Middle Foreline,01_125A_FSF,Round,,,0 mm,125 mm,EQP,d004d1fe-b37f-41b1-b898-298d3291faf7,6bfa2e9d-d0b6-a9bc-59ae-c38a2b9414bf,ELP4228,,141745.016,59550.004,5359.5,FALSE,FALSE,FALSEFALSE,Open,,,,,,P4HWFE43-03,,01_125A_FSF (FORELINE),01_125A_FSF (SUS304 AP + HEATING JACKET),,,,,,,MIDDLE FORELINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4228PM4,ELP4228,PM4,14969.45,2300,PM4,,[VAC-037] DC CLAMP_CENTERING(FKM)_125A_MF_ASSY,PlumbingComponent,CLAMP,DC CLAMP,(none),(none),,247546356,/P4-1 PJT/퍼실리티/Component/진공/Centering,01_125A,Round,,,0 mm,125 mm,EQP,c75806d1-7e99-47d7-8526-b7e9b5af2ef2,74e9ab02-19fd-c27d-2ec9-6ea87a4b067b,ELP4228,,141745.016,59550.004,5355.501,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,01_125A (FORELINE),01_125A (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4228PM4,ELP4228,PM4,14969.45,2300,PM4,,[VAC-074] MF FLANGE_NW125,PlumbingComponent,FLANGE,MF FLANGE,(none),(none),,3476077144,/P4-1 PJT/퍼실리티/Component/진공/Flange,02_125A_pipe,Round,,,0 mm,125 mm,EQP,caa9f1c1-4b99-4b75-9a01-4e676d108aec,b6ed1952-f565-4ef8-4ad7-e2f3882e7352,ELP4228,,141745.016,59550.004,5348.001,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,02_125A_pipe (FORELINE),02_125A_pipe (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4228PM4,ELP4228,PM4,14969.45,2300,PM4,,[VAC-074] MF FLANGE_NW125,PlumbingComponent,FLANGE,MF FLANGE,(none),(none),,713488692,/P4-1 PJT/퍼실리티/Component/진공/Flange,01_125A_DC clamp,Round,,,0 mm,125 mm,EQP,e4ccb1b5-f04a-4841-b124-3e0975b675c0,4d2c697e-0466-23d8-b89f-71b3e61ec584,ELP4228,,141745.016,59550.004,3640.501,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,01_125A_DC clamp (FORELINE),01_125A_DC clamp (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4228PM4,ELP4228,PM4,14969.45,2300,PM4,,[VAC-037] DC CLAMP_CENTERING(FKM)_125A_MF_ASSY,PlumbingComponent,CLAMP,DC CLAMP,(none),(none),,3706499100,/P4-1 PJT/퍼실리티/Component/진공/Centering,01_125A,Round,,,0 mm,125 mm,EQP,e32ef71b-eec2-4738-b918-d118aa06ee3f,e0944e8d-a47b-3fa2-dc19-3d7d04746ca8,ELP4228,,141745.016,59550.004,3636.501,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,01_125A (FORELINE),01_125A (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4228PM4,ELP4228,PM4,14969.45,2300,PM4,,[VAC-074] MF FLANGE_NW125,PlumbingComponent,FLANGE,MF FLANGE,(none),(none),,1318664420,/P4-1 PJT/퍼실리티/Component/진공/Flange,02_125A_pipe,Round,,,0 mm,125 mm,EQP,e7cb7cb2-bc52-44a2-ab11-15bd04f40ef4,3fa705ef-5bd1-4897-638b-f8d0f3617221,ELP4228,,141745.016,59550.004,3629.002,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,02_125A_pipe (FORELINE),02_125A_pipe (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4228PM4,ELP4228,PM4,14969.45,2300,PM4,,[VAC-074] MF FLANGE_NW125,PlumbingComponent,FLANGE,MF FLANGE,(none),(none),,1206077538,/P4-1 PJT/퍼실리티/Component/진공/Flange,01_125A_DC clamp,Round,,,0 mm,125 mm,EQP,347f0ea5-b49c-469b-af5c-c7bbb6e7da5c,9b02722d-7fc0-2fdb-bf43-3fa596e5d46e,ELP4228,,141745.016,59550.004,2508,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4228PM4,ELP4228,PM4,14969.45,2300,PM4,,[VAC-032] DC CLAMP(4EA)_CENTERING(FKM)_NW125_MF_ASSY,PlumbingComponent,CLAMP,DC CLAMP,(none),(none),,1721109003,/P4-1 PJT/퍼실리티/Component/진공/Centering,01_125A,Round,,,0 mm,125 mm,EQP,3f6e42ce-35f8-480d-97f7-6cfa8aca98c8,a540a439-7ac8-197d-6698-80ba4d3d8a78,ELP4228,,141745.016,59550.004,2504,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4228PM4,ELP4228,PM4,14969.45,2300,PM4,,[VAC-008] BELLOWS SUPPORT_NW125_200L,PlumbingComponent,BELLOWS,SUPPORT BELLOWS,(none),(none),,3801192410,/P4-1 PJT/퍼실리티/Component/진공/Bellows,01_125A,Round,,,0 mm,125 mm,EQP,325bdb7f-1aca-4cf6-8e39-ca0951f37e53,fd0b8a5c-b939-78ee-1d8d-be201c612fd0,ELP4228,,141745.016,59550.004,2304,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4228PM4,ELP4228,PM4,14969.45,2300,PM4,,[VAC-027] CENTERING(FKM)_NW125,PlumbingComponent,FLANGE,CENTERING,(none),(none),,3017058141,/P4-1 PJT/퍼실리티/Component/진공/Centering,01_125A,Round,,,0 mm,125 mm,EQP,0f7ae211-c4ae-4522-a14c-783ac7d8866e,01eb24ef-6ac3-c8a3-368e-1a79a23ece05,ELP4228,,141745.016,59550.004,2300,FALSE,TRUE,FALSETRUE,Open,,,,,,,,,,,,,PUMP_DRY_KKT_SDE1203XK-E_3RACK-A2_ETCH_R01,PUMP,,PUMP,ELP4228,44327ed8-ae2e-4cbb-a9d6-3df4d3382fe9,Equipment,PCS,PUMP,(none),(none),,3608949386, 141745.016 mm;  59550.004 mm;  300 mm,125A_VACUUM INLET,FORELINE,/5D-FORELINE,125 mm,,S5D,Open,,,,,P4HWFE43-03,,125A_VACUUM INLET (FORELINE),125A_VACUUM INLET (SUS304 AP + HEATING JACKET),,,,,,
ELP4225PM4,ELP4225,PM4,14969.45,2300,PM4,,DELP_KIYO-GP_P4H_[KIYO-GP_ACT-TRIM_AIO_D1B]_CR01,Equipment,MAIN TOOL,ETCH,(none),(none),,2043215982,/P4-1 PJT/생산설비/MAIN TOOL/ETCH/AMAT/SYM3Y/COMBINATION,40A VACUUM LINE(10/15),Round,FORELINE,/5D-FORELINE,0 mm,40 mm,EQP,24484647-1581-4699-84f7-4828af9ac3b0,c7c5bf4f-aa22-d6e9-666f-8b098e33c083,ELP4225,,151304.109,82787.656,14969.45,TRUE,FALSE,TRUEFALSE,Open,,,,,,P4HWFE35-03,,40A VACUUM LINE(10/15) (FORELINE),40A VACUUM LINE(10/15) (SUS304 AP + HEATING JACKET),,,,,,설비,설비,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4225PM4,ELP4225,PM4,14969.45,2300,PM4,,[VAC-087] NRC CLAMP_CENTERING(FKM)_NW40_KF_ASSY,PlumbingComponent,CLAMP,NRC CLAMP,(none),(none),,1569307186,/P4-1 PJT/퍼실리티/Component/진공/Centering,40A,Round,,,0 mm,40 mm,EQP,1d46fd06-24cf-473f-b1a8-6467575e130b,8cd97400-2fd6-410f-e6e3-37c4ce988ef4,ELP4225,,151304.109,82787.656,14965.45,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,40A (FORELINE),40A (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4225PM4,ELP4225,PM4,14969.45,2300,PM4,,[VAC-058] KF FLANGE_SUS_40A,PlumbingComponent,FLANGE,SUS FLANGE,(none),(none),,361477926,/P4-1 PJT/퍼실리티/Component/진공/Flange,02_40A_pipe,Round,,,0 mm,40 mm,EQP,08ebf4a5-3b60-43a8-8bf9-26b58c458a2b,4584cbcb-7053-b1dc-f3e1-00338eff6a17,ELP4225,,151304.109,82787.656,14945.451,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,02_40A_pipe (FORELINE),02_40A_pipe (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4225PM4,ELP4225,PM4,14969.45,2300,PM4,,[VAC-058] KF FLANGE_SUS_40A,PlumbingComponent,FLANGE,SUS FLANGE,(none),(none),,3816432507,/P4-1 PJT/퍼실리티/Component/진공/Flange,01_40A_NRC clamp,Round,,,0 mm,40 mm,EQP,3a836b6a-cef9-486a-a47b-17214f96ca7b,a8241ada-a403-33a1-0bca-987375d663ed,ELP4225,,151304.109,82787.656,14725.453,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,01_40A_NRC clamp (FORELINE),01_40A_NRC clamp (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4225PM4,ELP4225,PM4,14969.45,2300,PM4,,[VAC-087] NRC CLAMP_CENTERING(FKM)_NW40_KF_ASSY,PlumbingComponent,CLAMP,NRC CLAMP,(none),(none),,4142176472,/P4-1 PJT/퍼실리티/Component/진공/Centering,40A,Round,,,0 mm,40 mm,EQP,3690df54-fd74-47e7-b39f-3dd4d426996b,29853c9b-b87f-27c7-5b48-82925701a8d5,ELP4225,,151304.109,82787.656,14721.455,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,40A (FORELINE),40A (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4225PM4,ELP4225,PM4,14969.45,2300,PM4,,[VAC-134] DUAL BELLOWS TI_NW40_150L,PlumbingComponent,BELLOWS,KF BELLOWS,(none),(none),,2603004173,/P4-1 PJT/퍼실리티/Component/진공/Bellows,01_40A,Round,,,0 mm,40 mm,EQP,10abfb69-308d-4a99-8e77-bbb8e483bbfd,51b843bd-f398-5946-b93e-89bd15c62e7a,ELP4225,,151304.109,82787.656,14571.455,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,01_40A (FORELINE),01_40A (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4225PM4,ELP4225,PM4,14969.45,2300,PM4,,[VAC-087] NRC CLAMP_CENTERING(FKM)_NW40_KF_ASSY,PlumbingComponent,CLAMP,NRC CLAMP,(none),(none),,1542076212,/P4-1 PJT/퍼실리티/Component/진공/Centering,40A,Round,,,0 mm,40 mm,EQP,1f177aaf-58fd-4dcc-a7cc-1cffb637d357,80a8902f-0c82-6939-1f16-a30868404636,ELP4225,,151304.109,82787.656,14567.455,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,40A (FORELINE),40A (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4225PM4,ELP4225,PM4,14969.45,2300,PM4,,[VAC-058] KF FLANGE_SUS_40A,PlumbingComponent,FLANGE,SUS FLANGE,(none),(none),,4285702427,/P4-1 PJT/퍼실리티/Component/진공/Flange,02_40A_pipe,Round,,,0 mm,40 mm,EQP,003be1e9-3e49-4073-a0aa-c15de0f58d81,c4759325-a407-4d0f-98e3-68bed3a3110c,ELP4225,,151304.109,82787.656,14547.456,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,02_40A_pipe (FORELINE),02_40A_pipe (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4225PM4,ELP4225,PM4,14969.45,2300,PM4,,[VAC-074] MF FLANGE_NW125,PlumbingComponent,FLANGE,MF FLANGE,(none),(none),,1283038970,/P4-1 PJT/퍼실리티/Component/진공/Flange,01_125A_DC clamp,Round,,,0 mm,125 mm,EQP,2cdfd7da-1ea6-49ce-97ba-7eddfd1c12ee,226f0788-671b-b42b-6f40-6ea97303d72d,ELP4225,,151304.109,82354.531,13730.816,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,01_125A_DC clamp (FORELINE),01_125A_DC clamp (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4225PM4,ELP4225,PM4,14969.45,2300,PM4,,[VAC-037] DC CLAMP_CENTERING(FKM)_125A_MF_ASSY,PlumbingComponent,CLAMP,DC CLAMP,(none),(none),,1340629087,/P4-1 PJT/퍼실리티/Component/진공/Centering,01_125A,Round,,,0 mm,125 mm,EQP,7d392d8d-36d1-4d71-ab1a-045681f198a3,845e2394-e556-eedb-110d-a870618c7863,ELP4225,,151304.109,82354.531,13726.816,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,01_125A (FORELINE),01_125A (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4225PM4,ELP4225,PM4,14969.45,2300,PM4,,[VAC-074] MF FLANGE_NW125,PlumbingComponent,FLANGE,MF FLANGE,(none),(none),,2734872336,/P4-1 PJT/퍼실리티/Component/진공/Flange,02_125A_pipe,Round,,,0 mm,125 mm,EQP,037e9693-ef7c-41a4-baf3-4f7b15285227,b24cdaac-d18b-b17a-d45f-47bd4ef1b970,ELP4225,,151304.109,82354.531,13719.317,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,02_125A_pipe (FORELINE),02_125A_pipe (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4225PM4,ELP4225,PM4,14969.45,2300,PM4,,[VAC-074] MF FLANGE_NW125,PlumbingComponent,FLANGE,MF FLANGE,(none),(none),,1794695456,/P4-1 PJT/퍼실리티/Component/진공/Flange,01_125A_DC clamp,Round,,,0 mm,125 mm,EQP,eb84acc6-987c-4d6a-b2e1-19f1e4c99d8c,1575c7d8-0186-808a-b8fd-2df9da033e25,ELP4225,,151304.109,82354.531,13024.729,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,01_125A_DC clamp (FORELINE),01_125A_DC clamp (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4225PM4,ELP4225,PM4,14969.45,2300,PM4,,[VAC-037] DC CLAMP_CENTERING(FKM)_125A_MF_ASSY,PlumbingComponent,CLAMP,DC CLAMP,(none),(none),,2218291264,/P4-1 PJT/퍼실리티/Component/진공/Centering,01_125A,Round,,,0 mm,125 mm,EQP,1afe35bc-b0c6-453d-a7c6-2edd5940e5c1,6292e9c0-3a87-b9fa-c76e-9909b05239b4,ELP4225,,151304.109,82354.531,13020.729,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,01_125A (FORELINE),01_125A (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4225PM4,ELP4225,PM4,14969.45,2300,PM4,,[VAC-074] MF FLANGE_NW125,PlumbingComponent,FLANGE,MF FLANGE,(none),(none),,4200370336,/P4-1 PJT/퍼실리티/Component/진공/Flange,02_125A_pipe,Round,,,0 mm,125 mm,EQP,4d15d2c9-c449-4231-b4af-73d6e3390258,b37e8c7f-2351-b5d9-892b-2fe0548e6179,ELP4225,,151304.109,82354.531,13013.229,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,02_125A_pipe (FORELINE),02_125A_pipe (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4225PM4,ELP4225,PM4,14969.45,2300,PM4,,[VAC-074] MF FLANGE_NW125,PlumbingComponent,FLANGE,MF FLANGE,(none),(none),,3048337474,/P4-1 PJT/퍼실리티/Component/진공/Flange,01_125A_DC clamp,Round,,,0 mm,125 mm,EQP,941dbf46-e2ac-4ff0-9bea-c38a0b2740f4,d70e0be6-95c3-8009-60b2-97de587c5db1,ELP4225,,152150.016,82154.531,11990.498,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,01_125A_DC clamp (FORELINE),01_125A_DC clamp (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4225PM4,ELP4225,PM4,14969.45,2300,PM4,,[VAC-037] DC CLAMP_CENTERING(FKM)_125A_MF_ASSY,PlumbingComponent,CLAMP,DC CLAMP,(none),(none),,361882140,/P4-1 PJT/퍼실리티/Component/진공/Centering,01_125A,Round,,,0 mm,125 mm,EQP,80f1ad7c-0060-4f29-bf85-95544df8aa49,341e1631-a473-e7df-84ed-92a527b3f988,ELP4225,,152150.016,82154.531,11986.497,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,01_125A (FORELINE),01_125A (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4225PM4,ELP4225,PM4,14969.45,2300,PM4,,[VAC-074] MF FLANGE_NW125,PlumbingComponent,FLANGE,MF FLANGE,(none),(none),,3382395224,/P4-1 PJT/퍼실리티/Component/진공/Flange,02_125A_pipe,Round,,,0 mm,125 mm,EQP,fbe60415-307d-458a-a9cc-020ae1fab1c7,c0d4f41a-a09b-2c17-f026-679c497d828c,ELP4225,,152150.016,82154.531,11978.998,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,02_125A_pipe (FORELINE),02_125A_pipe (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4225PM4,ELP4225,PM4,14969.45,2300,PM4,,[VAC-074] MF FLANGE_NW125,PlumbingComponent,FLANGE,MF FLANGE,(none),(none),,364132607,/P4-1 PJT/퍼실리티/Component/진공/Flange,01_125A_DC clamp,Round,,,0 mm,125 mm,EQP,c6a5730a-2b11-4bed-a29a-f89c563e9918,bcb062c7-9dec-b8ae-3147-e9180149b9d5,ELP4225,,152150.016,82154.531,10671.497,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,01_125A_DC clamp (FORELINE),01_125A_DC clamp (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4225PM4,ELP4225,PM4,14969.45,2300,PM4,,[VAC-037] DC CLAMP_CENTERING(FKM)_125A_MF_ASSY,PlumbingComponent,CLAMP,DC CLAMP,(none),(none),,1817459311,/P4-1 PJT/퍼실리티/Component/진공/Centering,01_125A,Round,,,0 mm,125 mm,EQP,50ef7ba3-9abb-41b8-9746-a6a96a5f5974,4f5eea0f-9970-67a2-ad1a-25a5e1e33573,ELP4225,,152150.016,82154.531,10667.499,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,01_125A (FORELINE),01_125A (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4225PM4,ELP4225,PM4,14969.45,2300,PM4,,[VAC-074] MF FLANGE_NW125,PlumbingComponent,FLANGE,MF FLANGE,(none),(none),,1470183673,/P4-1 PJT/퍼실리티/Component/진공/Flange,02_125A_pipe,Round,,,0 mm,125 mm,EQP,4f8c7c20-522d-448a-bc4d-4ab0d65d7b53,5838dd8b-8678-7b4c-d504-b25911c3f6ab,ELP4225,,152150.016,82154.531,10659.998,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,02_125A_pipe (FORELINE),02_125A_pipe (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4225PM4,ELP4225,PM4,14969.45,2300,PM4,,[VAC-074] MF FLANGE_NW125,PlumbingComponent,FLANGE,MF FLANGE,(none),(none),,200651435,/P4-1 PJT/퍼실리티/Component/진공/Flange,01_125A_DC clamp,Round,,,0 mm,125 mm,EQP,2963fe36-a696-4ccc-97a7-845e3348cd51,90d8ff5b-1865-2571-8e75-f8b5b21fd151,ELP4225,,152150.016,82154.531,8517.498,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,01_125A_DC clamp (FORELINE),01_125A_DC clamp (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4225PM4,ELP4225,PM4,14969.45,2300,PM4,,[VAC-037] DC CLAMP_CENTERING(FKM)_125A_MF_ASSY,PlumbingComponent,CLAMP,DC CLAMP,(none),(none),,86289288,/P4-1 PJT/퍼실리티/Component/진공/Centering,01_125A,Round,,,0 mm,125 mm,EQP,aa53ed12-9f77-46e7-8ec7-302a4f9fe57d,9a1c5b1b-1ee2-1926-f476-bf04201d125a,ELP4225,,152150.016,82154.531,8513.499,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,01_125A (FORELINE),01_125A (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4225PM4,ELP4225,PM4,14969.45,2300,PM4,,[VAC-074] MF FLANGE_NW125,PlumbingComponent,FLANGE,MF FLANGE,(none),(none),,3705455420,/P4-1 PJT/퍼실리티/Component/진공/Flange,02_125A_pipe,Round,,,0 mm,125 mm,EQP,28168c15-91ca-4f8b-af07-659b09854ea2,65c05c72-b6fa-4d0d-c571-5e8ceaa4c7c6,ELP4225,,152150.016,82154.531,8505.999,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,02_125A_pipe (FORELINE),02_125A_pipe (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4225PM4,ELP4225,PM4,14969.45,2300,PM4,,[VAC-074] MF FLANGE_NW125,PlumbingComponent,FLANGE,MF FLANGE,(none),(none),,2545404393,/P4-1 PJT/퍼실리티/Component/진공/Flange,01_125A_DC clamp,Round,,,0 mm,125 mm,EQP,648287e6-f035-4e0e-a8ce-0388cac82501,35dc7f9b-bbd0-01e6-dbbe-42bae41eab59,ELP4225,,152150.016,82154.531,6363.5,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,01_125A_DC clamp (FORELINE),01_125A_DC clamp (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4225PM4,ELP4225,PM4,14969.45,2300,PM4,,[VAC-037] DC CLAMP_CENTERING(FKM)_125A_MF_ASSY,PlumbingComponent,CLAMP,DC CLAMP,(none),(none),,3374595809,/P4-1 PJT/퍼실리티/Component/진공/Centering,01_125A,Round,,,0 mm,125 mm,EQP,ffbf722a-149b-4c4a-9dab-22897d434981,927bd405-2cce-2f60-245b-2d1dbab3b015,ELP4225,,152150.016,82154.531,6359.5,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,01_125A (FORELINE),01_125A (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4225PM4,ELP4225,PM4,14969.45,2300,PM4,,[VAC-079] MIDDLE FORELINE_125A_1000L,PlumbingComponent,기타,MIDDLE FORELINE,(none),(none),,4154561604,/P4-1 PJT/퍼실리티/Component/진공/Middle Foreline,01_125A_FSF,Round,,,0 mm,125 mm,EQP,354fd10d-5fee-456d-aa86-9d7287026224,267e113a-b33a-89c6-e203-99dcdac8faf0,ELP4225,,152150.016,82154.531,5359.5,FALSE,FALSE,FALSEFALSE,Open,,,,,,P4HWFE35-03,,01_125A_FSF (FORELINE),01_125A_FSF (SUS304 AP + HEATING JACKET),,,,,,,MIDDLE FORELINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELP4225PM4,ELP4225,PM4,14969.45,2300,PM4,,[VAC-037] DC CLAMP_CENTERING(FKM)_125A_MF_ASSY,PlumbingComponent,CLAMP,DC CLAMP,(none),(none),,2673717825,/P4-1 PJT/퍼실리티/Component/진공/Centering,01_125A,Round,,,0 mm,125 mm,EQP,6bb3f082-a4ee-4228-9e7c-5020e0e93feb,0b527a7a-50d1-6554-280f-4d434d996d3f,ELP4225,,152150.016,82154.531,5355.501,FALSE,FALSE,FALSEFALSE,Open,,,,,,,,01_125A (FORELINE),01_125A (SUS304 AP + HEATING JACKET),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
